2895,49
2282,41
1703,28
999,6
159,203
1843,14
1681,3
2559,3
2237,227
1924,29
1098,22
480,49
1808,1
505,1
966,1
406,1
1725,2
1329,1
1700,1
1772,1
1949,1
3054,1
2039,2
366,1
1943,1
1775,1
104,1
343,2
1012,1
2444,1
1324,1
790,4
1800,2
491,4
3154,1
370,1
2864,1
946,1
1801,3
313,5
2138,7
1781,4
416,11
476,1
3382,1
428,1
691,4
415,54
365,1
793,2
2900,1
1276,37
2781,1
1878,5
2508,2
1221,1
436,2
3217,5
1712,5
1565,4
3257,84
3370,1
1480,6
2201,16
70,10
2115,1
3252,10
3122,3
209,30
327,5
2882,2
1097,3
1123,1
1911,2
3206,10
194,1
3205,218
2517,4
3204,52
977,1
1447,1
2162,1
2054,7
1280,3
2284,8
3485,6
3098,2
1573,120
1045,1
3512,37
1923,2
479,57
1846,14
3488,73
15,1
2269,38
1074,3
1441,5
3474,13
3400,12
2026,1
181,2
635,3
3565,2
768,2
1355,2
588,2
149,12
114,1
2595,2
501,7
482,2
935,8
2306,8
3243,18
1980,1
12,7
876,6
3340,2
2283,5
2696,2
1002,11
2293,5
3403,13
1495,12
1080,6
1679,11
2447,1
3337,9
2506,4
1844,10
1892,4
2130,5
811,2
1099,2
3467,30
975,4
1909,1
3010,10
878,12
418,64
1190,16
414,8
3011,1
2279,1
3541,2
1802,4
920,3
51,12
2166,8
63,11
1740,8
2565,5
2766,1
1023,2
2469,5
3434,1
326,1
1284,3
2485,1
328,2
2966,1
684,1
2844,1
1861,1
2021,2
419,2
3258,5
3218,7
778,6
2934,15
1633,2
2780,3
602,1
1493,1
1927,1
1368,11
3251,21
351,1
2091,2
196,20
2722,1
2714,1
3231,1
1833,1
2751,1
3074,4
2175,3
2993,2
2718,1
2245,1
2252,1
411,1
188,2
519,1
2121,4
294,10
1912,5
136,1
2281,2
3246,2
225,2
435,9
913,1
2539,3
881,1
2540,1
1425,6
1979,1
2625,1
3351,1
2969,1
2754,1
3513,2
2801,2
1944,1
1307,29
637,1
1449,4
95,1
924,1
234,1
1046,3
3150,3
1340,1
1419,3
979,3
2249,19
91,1
564,1
2420,2
2896,1
369,1
2288,1
1987,4
1382,2
993,3
854,1
2089,11
1838,2
657,1
1914,3
3250,1
3123,1
3399,2
1468,36
2066,2
847,3
3067,2
2912,2
3365,1
767,1
2549,1
1691,1
2936,7
2108,2
1271,1
1172,1
2487,1
1783,1
1273,3
2771,1
2972,2
2519,3
2470,1
397,3
3230,2
2298,1
1821,40
1842,7
1890,1
3147,6
688,1
2007,37
67,1
283,3
2001,4
1506,2
2452,1
2915,1
11,1
951,2
1910,1
3012,2
1986,6
3521,9
1435,3
1181,2
1642,1
3550,1
986,1
2905,1
2610,1
3563,1
2390,2
1424,3
2204,18
299,4
1496,1
2375,1
298,9
495,1
3518,1
2503,2
1958,2
2350,2
3279,1
753,8
3160,3
1913,4
1198,1
2596,2
3371,4
3225,6
1096,1
3207,1
3159,5
1054,1
3062,2
2229,1
2664,2
1925,1
2450,2
965,1
3499,1
1908,1
3166,1
391,7
1820,28
2006,29
1259,7
772,10
2407,2
203,4
2025,3
2030,5
3494,1
936,9
3277,1
1344,3
92,1
2285,18
304,3
2768,3
910,1
2597,9
49,4
3568,2
541,1
212,11
3497,3
754,2
822,1
1926,1
2456,1
3097,4
3109,1
859,2
474,14
1749,2
2760,4
1200,2
3566,3
1834,3
231,55
2340,7
1241,34
1777,6
1872,2
1795,1
3572,2
996,1
3471,1
2051,5
3209,6
711,3
2954,1
3454,7
2228,5
1482,6
658,1
3423,1
94,1
2923,1
1266,1
2410,1
2472,1
2029,12
2421,4
700,1
3498,7
1053,1
2734,2
2264,2
2884,3
3167,3
2031,1
3559,3
3126,3
1411,6
2234,1
607,2
368,1
755,3
1788,2
2028,5
2251,5
812,1
2143,1
2097,1
1428,7
1940,10
3127,3
1916,2
1285,3
2795,1
3148,2
1007,2
1794,1
1811,2
3394,5
2617,6
848,1
1051,1
2568,1
547,1
2902,1
2620,5
2697,2
2088,9
3202,10
889,1
987,1
189,3
2935,3
2312,1
904,3
251,1
692,1
830,1
2749,4
2372,2
2631,1
154,1
3263,1
156,3
3523,1
2326,1
252,1
796,1
2190,7
701,1
1665,1
1101,2
3224,4
3517,1
3503,1
720,1
1969,6
60,1
1907,1
2057,1
1805,2
1380,2
1920,1
206,1
680,1
3142,1
1618,1
2254,1
3524,4
2433,12
2277,4
1876,1
3137,1
954,4
788,1
1223,4
3456,4
490,3
2129,1
1830,1
2273,1
153,7
1293,7
3085,6
2777,1
929,3
2451,2
1556,1
2996,3
1946,2
2660,23
1396,23
3435,1
2216,1
728,1
776,1
377,4
1544,9
3573,2
1773,2
307,1
1542,3
650,3
2027,4
1743,4
82,11
2052,1
1815,2
2792,2
2848,3
276,2
455,1
2733,1
1264,1
870,11
3140,3
64,19
3223,1
3486,6
57,5
89,1
1262,1
503,2
2883,2
2367,3
329,2
258,2
1394,3
622,2
2309,1
2962,3
578,3
1938,1
642,5
3571,6
2241,1
1291,1
696,4
1779,1
1881,4
693,2
2437,5
1978,8
2404,3
132,3
2603,3
201,4
191,3
3227,5
2876,3
2937,5
1836,3
2921,3
2679,3
580,1
712,2
3021,2
3318,2
2756,1
3567,1
710,11
2225,1
1292,1
874,5
3438,2
2377,5
689,2
3215,3
173,2
2436,3
1695,1
1391,1
2995,1
3271,1
2376,3
1560,1
2681,1
1593,1
1829,9
210,1
917,1
65,2
2558,2
144,3
2335,1
1356,2
1803,2
3560,2
1072,1
2154,1
1187,4
2079,6
1505,3
2782,1
2665,1
2336,1
2422,2
1751,1
2807,2
3439,1
1332,1
1555,2
1598,1
3344,1
2775,6
2564,7
2493,1
388,2
318,9
1984,4
3145,4
1905,3
3086,3
2971,2
1600,3
2742,1
2349,1
3496,1
842,1
241,1
437,1
1319,2
3198,1
1501,1
2466,1
2384,1
1315,3
1522,1
974,3
2423,1
1313,1
3247,1
2806,4
1625,24
3427,4
54,12
1995,12
167,1
1661,6
1188,4
1068,1
2464,1
1018,2
1451,1
2586,1
303,3
1178,2
2673,3
1142,4
171,3
373,4
2647,5
1320,2
1528,2
1218,2
2678,3
2639,4
2500,7
2592,1
3561,1
2774,1
875,5
16,1
2997,7
1479,1
3391,3
3404,1
17,1
3338,1
1081,2
3358,2
168,9
380,1
3495,3
494,1
1739,1
1321,1
2657,1
2499,4
3146,3
976,1
3233,2
1268,1
3113,1
3099,4
134,7
2424,2
2762,1
2156,1
2072,2
2501,1
1561,1
2534,1
50,1
504,5
1130,17
109,17
626,1
879,1
3009,1
3527,2
1041,1
2328,1
3320,1
961,1
2428,1
1541,3
3525,1
387,2
265,1
1981,8
3092,2
953,1
190,1
3381,1
83,1
3339,1
574,1
3562,3
2292,1
2688,2
1149,1
1557,2
2060,23
2131,4
1835,2
492,2
1755,4
2061,4
1624,7
2787,4
2804,6
375,1
1765,1
469,1
1028,8
723,2
3191,4
1357,1
2538,3
2983,1
3542,1
3569,1
1047,1
23,3
3261,1
817,1
722,1
743,3
620,2
3078,2
1637,1
2987,3
3079,4
2694,1
1814,1
858,1
238,6
1277,6
2019,2
2867,1
3316,1
139,2
3188,2
679,1
1741,7
774,2
2746,1
2492,8
417,3
1442,2
374,2
93,1
2636,2
2656,1
721,2
1389,1
2736,2
1768,1
3413,2
1670,1
1110,1
2877,1
119,3
1180,6
297,2
2950,2
2255,2
470,2
2986,1
1581,1
1906,1
135,1
140,1
3128,1
872,1
1083,1
2386,1
3395,1
1688,1
79,1
1146,1
2495,1
331,5
48,1
500,2
3441,1
3570,3
1684,1
1010,1
2959,3
330,3
3151,1
2233,1
1300,2
3492,7
2486,1
2496,1
2159,1
2200,1
1721,1
1558,1
485,2
1564,1
2686,2
661,1
2457,1
2071,1
1965,2
2708,2
3216,1
1559,1
2557,1
1862,1
1531,1
919,1
559,1
799,1
1475,1
698,2
3357,1
398,1
967,1
2658,1
1426,1
1973,1
2730,1
2479,1
13,1
133,3
2494,1
3208,1
30,1
3059,1
948,1
3060,1
2951,1
1175,1
281,1
1050,1
3564,1
302,1
3475,1
2567,1
3197,1
2779,1
1385,1
3384,1
2880,1
126,2
1358,1
3372,2
300,3
2385,1
860,1
2041,1
3379,1
2391,1
3220,3
2224,1
1036,1
2214,1
1059,1
3502,1
2227,2
664,1
1274,1
1964,1
399,1
923,1
1895,1
3433,1
2659,1
2982,2
724,1
1824,1
1373,1
2637,1
1620,1
1623,1
1720,1
165,1
2841,1
1126,1
2507,1
3359,1
2624,1
584,1
170,1
1034,2
2556,1
2076,1
751,1
434,1
1549,1
2706,1
1365,1
3373,1
619,1
3144,1
1197,1
2765,1
85,1
2616,1
1070,4
845,1
2569,2
683,2
1545,1
2094,2
2286,1
918,2
544,1
2278,1
2186,1
463,1
1193,1
2287,1
851,1
2219,1
58,1
1660,1
653,1
3046,1
20,1
2297,1
2649,1
1269,1
2396,1
835,2
3374,1
295,1
922,1
1194,2
1962,1
1011,2
3505,2
78,1
3402,1
2196,1
565,1
2555,1
1017,1
2416,2
914,1
1594,1
2120,1
1095,1
1718,1
1823,2
3077,2
676,3
1784,2
900,3
1323,1
1714,1
1038,1
1202,1
1692,1
1918,1
3047,1
3101,1
1338,1
2164,1
496,1
438,1
1196,1
1008,1
644,1
400,6
2344,1
284,1
825,2
1863,1
1302,1
2044,1
2684,1
1415,1
2011,2
3301,1
1686,1
97,1
2677,1
2524,1
161,1
69,1
183,1
2406,1
137,1
14,1
2095,1
2640,1
1648,1
2022,2
1214,2
795,2
883,4
193,1
71,1
705,1
2015,2
1124,1
29,2
2502,2
2727,1
1977,1
940,1
214,3
2341,1
3117,1
3171,2
2441,1
2360,2
759,1
2490,1
280,1
758,1
3155,1
90,1
2489,1
1953,1
2363,1
261,3
764,1
561,3
2399,1
86,1
1234,1
2023,1
3362,1
392,1
2418,1
2049,1
3407,1
2317,1
2038,5
3408,1
545,1
1731,1
562,1
2017,1
408,1
2942,1
3363,2
3409,1
2796,1
2353,3
645,1
3051,3
892,1
2999,2
899,1
893,1
984,1
1690,3
3468,4
1192,1
3052,1
995,1
2608,1
2769,2
2037,1
1851,1
3152,1
1682,1
1859,1
1152,2
3558,5
552,6
1430,2
2148,1
10,1
2786,1
2788,1
422,2
3019,1
915,1
451,1
3545,1
262,1
2454,1
3228,1
1314,3
2010,2
3048,1
1543,1
2988,3
1645,1
1427,1
2849,1
257,3
1874,1
3392,1
3162,1
179,1
2202,1
1459,1
1659,4
3412,1
1868,2
2403,3
2872,1
3522,1
1961,1
1959,1
2427,2
926,2
484,2
632,1
3325,1
1256,1
1469,1
293,2
2361,1
1452,1
347,2
1509,1
3417,1
941,1
2316,1
18,1
2053,1
2250,1
2843,1
1102,1
806,1
421,1
750,1
2767,1
2429,2
2512,2
1390,2
3070,2
1771,1
3465,1
3196,4
990,1
2117,2
610,1
699,2
1677,2
3221,1
3222,1
3472,1
166,1
277,1
1100,1
3422,1
3329,1
609,1
633,1
1574,1
39,1
3203,1
982,1
1963,1
1896,1
478,2
2160,4
1639,1
911,1
2571,1
3463,1
972,2
775,1
1258,1
1461,1
3141,3
1386,3
87,1
1644,3
98,1
901,3
853,1
1807,1
1318,1
903,1
2242,2
2862,2
3397,4
816,4
687,2
1387,3
348,1
1508,1
1089,1
932,1
1227,1
260,1
1880,1
960,1
2602,1
2541,1
801,2
3529,1
292,1
290,1
3073,6
2106,6
2653,3
925,3
1530,2
734,1
1140,1
1533,1
2693,1
2712,1
1450,1
1296,1
2516,4
2141,4
24,4
2861,4
3398,3
1757,1
66,1
19,1
2035,2
3272,1
2405,1
1473,1
2096,1
2894,1
147,1
1170,1
3552,1
3482,1
1793,1
1471,1
2098,1
3531,1
1763,1
2838,1
1071,2
1287,3
2599,3
1991,3
2892,1
2692,1
1921,1
1649,1
849,4
345,13
1138,1
1770,1
3190,1
1278,1
1381,1
3544,1
2137,7
2926,1
516,1
3536,1
1813,1
356,2
383,1
2476,1
512,1
1932,1
2856,1
1039,1
563,1
1662,2
3013,1
3446,1
1143,1
1456,1
1328,1
1727,2
2077,2
930,1
3182,1
243,1
2898,1
275,1
3193,1
2748,4
1408,1
379,2
2773,2
2075,3
2929,1
449,3
1145,1
106,1
401,1
991,1
498,1
407,1
3487,1
576,1
2633,1
3418,1
1375,1
1431,1
1409,1
1024,1
520,1
2810,1
1734,1
1402,1
46,1
2308,1
921,1
985,3
1605,1
1503,1
1822,1
852,1
1066,1
1919,1
1607,2
1827,1
1224,1
1825,1
783,1
2661,1
420,1
573,1
43,1
2994,1
595,1
334,1
1310,1
1745,1
1211,1
1403,1
2979,1
1706,1
1519,1
2074,1
1656,1
3551,1
2837,1
1948,1
534,1
861,1
2263,1
968,1
389,1
660,1
760,1
3264,1
2834,1
2973,1
1421,1
2056,1
1738,1
3090,1
1330,1
2685,1
2453,1
110,1
354,1
1077,1
1042,1
3546,1
245,1
560,1
2314,1
1267,1
1562,1
3330,1
2093,1
1685,1
2345,2
2468,1
1767,1
1729,1
1860,2
2020,1
2080,1
2050,1
1306,1
3346,1
364,1
1694,1
141,1
439,1
3288,1
1201,1
2980,1
3302,1
2738,1
1774,1
1903,1
2527,1
587,1
1651,1
3053,1
2103,1
278,1
3299,1
685,1
1185,1
312,1
2589,1
1733,1
1857,1
2604,1
515,1
744,1
2958,1
2024,1
594,1
3119,1
3331,1
3118,1
3489,1
2895,1
2282,1
1703,46
999,5
159,278
1843,44
1681,1
2237,331
1098,1
480,134
1943,1
790,1
2864,1
946,8
416,1
3382,1
691,4
415,75
793,1
1276,104
1878,1
3217,5
1712,13
1565,2
3257,142
3370,5
1480,11
70,2
2115,3
3252,5
3122,9
209,53
1123,2
1911,1
3206,27
3205,255
2517,4
3204,80
1280,2
3485,28
3098,1
1573,219
3512,96
1923,1
479,165
1846,2
3488,27
2269,39
1441,6
3474,75
3400,6
181,9
635,2
588,1
149,19
501,4
482,8
935,2
2306,11
3243,39
12,2
876,18
3340,17
2696,1
1002,21
2293,10
3403,16
1495,6
1080,10
1679,13
3337,17
2506,1
1844,4
811,1
3467,14
975,1
878,1
1190,59
414,11
2166,2
1023,3
2469,4
2966,1
2844,4
2021,1
3258,1
3218,36
778,34
2934,4
3251,3
351,5
2091,6
196,46
1833,1
3074,20
2175,1
294,25
3246,5
225,3
2539,60
881,3
1425,12
1979,1
3351,3
3513,6
1307,57
1449,7
1046,2
2249,43
2288,1
1987,2
993,12
854,4
1838,3
3399,6
2066,4
847,1
3067,32
2912,1
2936,6
1271,6
2972,3
2519,2
2470,1
397,2
3230,8
2298,8
951,4
1910,2
3521,5
1435,1
1181,1
2390,1
1424,3
2204,30
299,7
298,9
2503,2
1958,17
753,21
3160,2
2596,1
3371,2
3225,3
3159,1
2229,2
2664,1
2450,4
391,10
1259,1
772,1
2407,1
3494,1
936,2
1344,1
304,3
2768,19
910,1
541,5
212,1
3497,7
754,4
822,1
474,22
2760,3
1200,3
231,32
1241,78
1777,2
1872,6
2051,7
3209,13
2954,12
3454,19
2228,19
1482,10
658,2
3423,1
3498,10
2884,2
3126,4
1411,1
2234,1
607,9
2251,10
2143,10
2097,1
1940,6
3127,1
1285,2
1007,37
3394,1
2617,1
2568,2
2088,15
3202,12
987,2
2935,8
2312,1
904,1
251,4
692,1
830,1
2749,21
2372,4
2631,1
3263,1
156,1
3523,1
2326,2
252,6
2190,7
1101,4
3224,36
3517,7
1969,9
206,16
1618,10
2254,4
3524,1
2433,2
2277,7
3137,2
954,31
1223,10
2273,4
153,24
2777,3
929,21
2451,2
2996,1
1946,7
2660,6
1396,1
1773,1
1743,2
82,26
1815,3
2792,3
276,2
870,5
3140,5
3486,11
57,2
89,1
1262,1
2883,11
2367,1
1394,1
2309,1
2962,36
578,2
1938,10
1291,1
1779,1
1881,1
693,5
2437,18
132,4
2603,1
3227,6
2937,4
2679,2
580,2
712,1
2756,1
710,2
874,3
3438,9
3215,6
173,1
2436,9
3271,2
2376,2
1593,7
1829,1
2558,10
144,8
1751,1
2775,16
2564,2
2493,3
318,25
1984,7
1905,1
842,7
437,1
1319,4
3198,3
1315,10
1661,1
1188,16
2464,10
303,1
1178,6
1142,1
2678,4
2774,5
875,5
2997,3
1081,3
168,1
3495,4
3233,4
3113,1
3099,4
134,7
2762,5
2501,1
1561,1
1130,28
109,29
879,12
2428,8
1981,1
953,3
190,2
3339,12
574,1
1149,2
1765,3
2538,23
2983,1
23,3
620,1
2694,1
1814,1
1277,1
3316,1
139,5
3188,1
2746,2
2492,1
721,2
1389,7
3413,2
1110,2
2877,1
119,23
1180,8
297,1
2255,11
1581,3
140,1
872,5
1688,2
1146,4
2495,3
500,6
2959,2
2233,1
1300,1
3492,4
2159,1
2200,1
1721,8
485,2
2686,1
661,2
2457,1
1965,19
559,1
698,1
2479,19
3208,6
3059,1
1175,4
281,7
3197,7
2880,1
300,6
2385,1
3379,4
3220,10
3502,4
2227,5
664,11
1964,2
724,11
1620,7
1720,3
2841,2
2624,4
434,12
619,1
2765,4
2616,3
2094,15
1193,1
851,1
2219,5
2297,16
1194,1
3505,3
1823,3
900,1
1323,7
1202,13
3047,4
496,1
438,5
1008,1
644,4
2677,1
2524,1
137,2
14,2
1214,168
795,2
883,48
71,1
2015,30
1124,2
2502,1
214,2
392,3
562,1
3363,4
1682,1
552,16
262,1
1314,3
257,4
3392,1
3162,1
179,4
2202,1
1459,2
3412,2
1868,5
2427,8
926,6
1452,1
18,2
2053,1
2250,1
2843,3
2767,1
2429,4
3196,8
2117,7
1677,1
3221,1
3422,1
39,1
3203,1
911,1
3141,3
1386,5
1644,2
901,1
853,3
1318,1
2862,30
816,2
1089,2
260,2
1880,4
2541,3
2106,1
2653,1
1530,2
1140,1
1533,1
2516,2
2141,2
24,2
2861,2
3398,3
1757,2
19,1
2692,1
345,2
2137,6
2476,6
1143,3
1456,12
2077,6
3193,6
2773,1
2075,2
498,2
2633,1
852,2
1827,3
2994,5
595,1
1211,1
1519,3
2263,3
760,1
3264,12
1042,1
560,2
2093,1
3288,12
3302,1
1903,21
685,13
515,1
2958,1
594,3
3132,1
3275,10
3289,16
1787,5
1850,5
3063,69
426,3
3483,17
112,3
2805,3
1299,3
1231,3
430,3
122,3
1761,5
1683,1
3335,1
880,5
2523,3
3350,1
1956,1
1627,3
1615,8
521,20
493,3
1161,1
1438,21
2253,1
376,11
2676,1
384,7
1947,7
2119,7
2536,4
1364,3
2797,4
2128,7
1901,6
1550,1
441,2
803,9
2920,10
1353,1
2643,8
3291,6
150,1
3539,1
2800,11
2909,6
2875,66
1671,2
866,2
3375,1
677,2
3425,1
1342,56
1439,12
686,5
884,1
540,1
819,2
909,3
3076,3
2619,1
3100,3
2916,8
1116,1
3163,1
322,4
3125,2
617,1
931,2
902,2
1849,3
828,1
837,2
1982,3
3262,2
429,1
1792,12
2655,4
551,6
3165,2
949,3
273,13
2627,2
103,1
2651,1
1352,5
3504,6
3283,12
1848,1
2537,1
3268,1
550,69
1216,24
274,11
127,1
1548,2
1798,11
3309,4
2018,10
2531,6
3270,8
628,1
553,59
1337,1
2695,9
3003,4
649,2
3479,1
1311,6
1491,5
994,1
8,5
186,1
2504,7
1786,11
1516,5
1346,38
717,2
1841,7
1003,1
3308,18
2812,4
2083,12
2544,2
2458,4
205,2
117,7
1288,8
2235,2
1005,3
868,1
116,1
581,3
2585,1
2576,20
2275,1
1205,1
824,1
1000,12
253,5
3534,2
158,2
3020,5
2903,13
242,1
321,9
1395,3
3491,2
1182,2
1626,1
3235,1
1282,1
2967,27
1212,2
2322,8
3285,5
2874,2
761,2
1312,3
2048,2
2946,4
2034,5
841,4
2842,9
481,1
1789,1
525,5
1060,1
638,2
1654,2
2873,3
716,5
2587,1
697,1
394,8
3284,4
1609,5
615,3
197,2
1875,2
319,2
802,4
2239,2
2906,3
1360,3
271,13
2440,2
746,2
471,2
3,2
88,2
101,2
5,2
125,6
2530,3
1414,4
1796,12
3307,4
2720,1
1939,8
2136,1
611,2
1826,1
944,1
1847,3
2300,11
1853,2
81,1
255,4
1040,2
123,2
1470,2
1422,6
1015,2
531,1
1001,15
224,1
444,1
3274,1
3292,6
846,1
1865,1
1812,1
1567,1
1248,1
311,1
630,7
2981,3
2545,4
3071,1
3396,1
1719,1
2669,1
1521,2
3389,2
2626,1
1065,6
1376,1
3055,3
1611,2
2689,1
3249,1
2238,1
3025,12
3114,1
3342,2
1348,6
182,8
1189,5
1945,5
3057,1
695,1
2644,2
2529,1
614,1
3356,1
823,1
446,1
3050,5
2776,1
3000,1
1504,1
3385,2
3514,3
2511,1
1929,1
306,2
1839,3
3008,1
3300,1
2446,1
131,5
1141,1
2570,4
3443,5
873,7
3239,4
2240,1
3440,2
1457,6
2755,5
838,2
2726,1
